ticker,date,signal_sec,entry_price,exit_price,pnl_pct,aligned_return_pct,ai_direction,ai_rank,ai_rank_score,status,finalized,exit_reason,sector,market_cap_tier,catalysts,macro_catalysts,record_type,policy,split,trade_count,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,profit_factor,max_drawdown_pct,worst_trade_pct,top_ticker,top_ticker_share_pct,top_day,top_day_share_pct
KSCP,2026-07-31,1785510420,1.595,1.595,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785510420,1247.73,1247.73,0,0,bullish,4,55.3,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785510420,2.91,2.91,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785510720,6.839,6.839,0,0,bullish,2,55.8,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785510720,0.52,0.52,0,0,bullish,8,53.9,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
IREN,2026-07-31,1785510720,37.09,37.09,0,0,watch,9,53.1,open,false,session_end,Financial,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785510720,1.6,1.6,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785510720,1249.4,1249.4,0,0,bullish,4,55.3,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785510720,2.908,2.908,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785511020,6.775,6.775,0,0,bullish,2,55.8,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785511020,0.498,0.498,0,0,bullish,8,53.9,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785511020,1.591,1.591,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
LUNG,2026-07-31,1785511020,1.715,1.715,0,0,bullish,14,50.1,open,false,session_end,Healthcare,micro,cd6c6d35ef7c2dd1328106a6,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785511020,1244.76,1244.76,0,0,bullish,4,55.3,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785511020,2.905,2.905,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785511320,0.488,0.488,0,0,bullish,8,53.9,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785511320,1.595,1.595,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
LUNG,2026-07-31,1785511320,1.709,1.709,0,0,bullish,14,50.1,open,false,session_end,Healthcare,micro,cd6c6d35ef7c2dd1328106a6,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785511320,2.985,2.985,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785511560,1.599,1.599,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
RYDE,2026-07-31,1785511560,0.687,0.709,3.2,3.2,bullish,18,51,closed_today,true,price_trailing_stop,Technology,micro,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785511620,6.765,6.765,0,0,bullish,2,55.8,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
IREN,2026-07-31,1785511620,37.111,37.111,0,0,watch,9,53.1,open,false,session_end,Financial,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
LUNG,2026-07-31,1785511620,1.705,1.705,0,0,bullish,14,50.1,open,false,session_end,Healthcare,micro,cd6c6d35ef7c2dd1328106a6,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785511620,1245.74,1245.74,0,0,bullish,3,55.3,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785511620,2.96,2.96,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785511920,6.763,6.763,0,0,bullish,1,62.2,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785511920,0.506,0.506,0,0,bullish,8,53.9,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785511920,1.595,1.595,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
LUNG,2026-07-31,1785511920,1.687,1.687,0,0,bullish,14,50.1,open,false,session_end,Healthcare,micro,cd6c6d35ef7c2dd1328106a6,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785511920,2.92,2.92,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785512220,6.785,6.785,0,0,bullish,1,62.1,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785512220,0.49,0.49,0,0,bullish,8,53.9,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785512220,1.595,1.595,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
LUNG,2026-07-31,1785512220,1.665,1.665,0,0,bullish,14,50.1,open,false,session_end,Healthcare,micro,cd6c6d35ef7c2dd1328106a6,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785512220,2.905,2.905,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785512520,1.605,1.605,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785512580,0.482,0.482,0,0,bullish,8,53.9,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
LUNG,2026-07-31,1785512580,1.69,1.69,0,0,bullish,14,50.1,open,false,session_end,Healthcare,micro,cd6c6d35ef7c2dd1328106a6,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785512580,2.895,2.895,0,0,watch,1,56.2,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785513480,1.635,1.65,0.92,0.92,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
